PLANT,COMPANY,CAPACITY,YEAR,FUEL_TYPE,CITY,STATE,LATITUDE,LONGITUDE,STATUS
FALL RIVER LANDFILL,GAS RECOVERY SYSTEMS LLC,4.40,2000,LGAS,Fall River,MA,41.73594,-71.12250,operational
GREENWOOD STREET LANDFILL,WILLIAMS ENERGY SYSTEMS,2.60,2000,LGAS,Worcester,MA,42.26075,-71.80337,operational
HADLEY,MONTGOMERY ROSE CO,0.53,1983,WOOD,Hadley,MA,42.36500,-72.56269,operational
HALIFAX LANDFILL,GAS RECOVERY SYSTEMS LLC,0.90,1997,LGAS,Halifax,MA,41.99231,-70.85977,operational
HALIFAX LANDFILL,GAS RECOVERY SYSTEMS LLC,0.90,1997,LGAS,Halifax,MA,41.99231,-70.85977,operational
HAVERHILL WTE,COVANTA ENERGY CORP,47.90,1989,REF,Haverhill,MA,42.79990,-71.05565,operational
LOWELL LANDFILL,MINNESOTA METHANE LLC,0.80,1997,LGAS,Lowell,MA,42.65668,-71.30567,operational
LOWELL LANDFILL,MINNESOTA METHANE LLC,0.80,1997,LGAS,Lowell,MA,42.65668,-71.30567,operational
MARTONE LANDFILL,PHILLIPS ENERGY INC,0.50,1995,LGAS,Barre,MA,42.42867,-72.10304,operational
MARTONE LANDFILL,PHILLIPS ENERGY INC,0.50,1995,LGAS,Barre,MA,42.42867,-72.10304,operational
MILLBURY WTE,WHEELABRATOR TECHNOLOGIES,46,1988,REF,Millbury,MA,42.19713,-71.76514,operational
NORTH ANDOVER,WHEELABRATOR TECHNOLOGIES,40,1985,REF,North Andover,MA,42.68151,-71.09286,operational
NORTH ATTLEBORO LANDFILL,CSG/SUN POWER ELECTRIC,0.85,0,LGAS,North Attleboro,MA,41.97169,-71.34966,operational
NORTH ATTLEBORO LANDFILL,CSG/SUN POWER ELECTRIC,0.85,0,LGAS,North Attleboro,MA,41.97169,-71.34966,operational
NORTHERN DISPOSAL LANDFILL,GAS RECOVERY SYSTEMS LLC,0.80,1997,LGAS,East Bridgewater,MA,42.03836,-70.94423,operational
NORTHERN DISPOSAL LANDFILL,GAS RECOVERY SYSTEMS LLC,0.80,1997,LGAS,East Bridgewater,MA,42.03836,-70.94423,operational
NORTHERN DISPOSAL LANDFILL,GAS RECOVERY SYSTEMS LLC,0.80,1997,LGAS,East Bridgewater,MA,42.03836,-70.94423,operational
NORTHERN DISPOSAL LANDFILL,GAS RECOVERY SYSTEMS LLC,0.80,1997,LGAS,East Bridgewater,MA,42.03836,-70.94423,operational
PINETREE FITCHBURG,SUEZ ENERGY GENERATION NA,17,1992,WOOD,Westminster,MA,42.57525,-71.98894,operational
RANDOLPH LANDFILL,GAS RECOVERY SYSTEMS LLC,2.60,2000,LGAS,Randolph,MA,42.17479,-71.04921,operational
SAUGUS WTE,WHEELABRATOR TECHNOLOGIES,38,1975,REF,Saugus,MA,42.47249,-71.02206,operational
SEMASS,AMERICAN REF-FUEL CO LLC,54,1989,REF,West Wareham,MA,41.77846,-70.76080,operational
SEMASS,AMERICAN REF-FUEL CO LLC,30,1994,REF,West Wareham,MA,41.77846,-70.76080,operational
TAUNTON LANDFILL,MINNESOTA METHANE LLC,0.80,1997,LGAS,Taunton,MA,41.89754,-71.11820,operational
TAUNTON LANDFILL,MINNESOTA METHANE LLC,0.80,1997,LGAS,Taunton,MA,41.89754,-71.11820,operational
BALTIMORE RESCO,WHEELABRATOR TECHNOLOGIES,60,1985,REF,Baltimore,MD,39.29742,-76.62438,operational
BROWN STATION ROAD,CURTIS ENGINE & EQUIP CO,0.64,1987,LGAS,Upper Marlboro,MD,38.79379,-76.78504,operational
BROWN STATION ROAD,CURTIS ENGINE & EQUIP CO,0.64,1987,LGAS,Upper Marlboro,MD,38.79379,-76.78504,operational
BROWN STATION ROAD,CURTIS ENGINE & EQUIP CO,0.64,1987,LGAS,Upper Marlboro,MD,38.79379,-76.78504,operational
BROWN STATION ROAD,CURTIS ENGINE & EQUIP CO,1.05,2003,LGAS,Upper Marlboro,MD,38.79379,-76.78504,operational
BROWN STATION ROAD,CURTIS ENGINE & EQUIP CO,1.05,2003,LGAS,Upper Marlboro,MD,38.79379,-76.78504,operational
BROWN STATION ROAD,CURTIS ENGINE & EQUIP CO,1.05,2003,LGAS,Upper Marlboro,MD,38.79379,-76.78504,operational
BROWN STATION ROAD,CURTIS ENGINE & EQUIP CO,1.05,2003,LGAS,Upper Marlboro,MD,38.79379,-76.78504,operational
GUDE LANDFILL,COVANTA ENERGY CORP,1.35,1985,LGAS,Rockville,MD,39.05876,-77.12346,operational
GUDE LANDFILL,COVANTA ENERGY CORP,1.35,1985,LGAS,Rockville,MD,39.05876,-77.12346,operational
HARFORD COUNTY,ENERGY RECOVERY OPERATIONS INC,1.20,1988,REF,Joppa,MD,39.45413,-76.35281,operational
MONTGOMERY COUNTY (MD),COVANTA ENERGY CORP,60,1995,REF,Dickerson,MD,39.20111,-77.45157,operational
SOMERSET COUNTY,SOMERSET CO STATE PRISON,3.80,1987,WOOD,Westover,MD,38.09900,-75.75106,operational
OLD TOWN MILL,GEORGIA-PACIFIC CORP,16,0,WOOD,Old Town,ME,45.03145,-68.73923,operational
ASHLAND,BORALEX INC,40,1993,WOOD,Ashland,ME,46.34216,-68.17236,operational
AUBURN (ME) WTE,MID-MAINE WASTE ACTION CO,4.50,1992,REF,Auburn,ME,44.09962,-70.26464,operational
BETHEL,CHADBOURNE PH,1.60,1986,WOOD,Bethel,ME,44.34413,-70.88735,operational
BIDDEFORD WTE,KTI INC,22,1986,REF,Biddeford,ME,43.45492,-70.42650,operational
BUCKSPORT MILL,INTERNATIONAL PAPER CO,72,1988,WOOD,Bucksport,ME,44.62456,-68.76818,operational
BUCKSPORT MILL,INTERNATIONAL PAPER CO,20,1988,WOOD,Bucksport,ME,44.62456,-68.76818,operational
DOWN EAST PEAT,WORCESTER ENERGY,17,1989,PEAT,Deblois,ME,0.00000,0.00000,operational
DOWN EAST PEAT,WORCESTER ENERGY,6,1989,PEAT,Deblois,ME,0.00000,0.00000,operational
FORT FAIRFIELD,BORALEX INC,36,1987,WOOD,Fort Fairfield,ME,46.78497,-67.85439,operational
GREENVILLE SWIFT RIVER,HAFSLUND USA INC,15.50,1957,WOOD,Greenville,ME,45.50793,-69.46658,operational
LEWISTON BATES,BATES ENERGY ASSOCIATES,1.25,1984,WOOD,Lewiston,ME,44.09679,-70.17116,operational
LEWISTON STEAM,LEWISTON STEAM & POWER,11.80,1986,WOOD,Lewiston,ME,44.09679,-70.17116,operational
LINCOLN (ME),LINCOLN PULP & PAPER CO,1.47,1991,WOOD,Lincoln,ME,45.37854,-68.45115,operational
LINCOLN (ME),LINCOLN PULP & PAPER CO,1.47,1991,WOOD,Lincoln,ME,45.37854,-68.45115,operational
LIVERMORE FALLS,BORALEX INC,40,1992,WOOD,Livermore Falls,ME,44.43563,-70.14427,operational
MATTAWAMKEAG FORSTER,FORSTER MFG CO,0.80,1984,WOOD,Mattawamkeag,ME,45.55260,-68.31231,operational
NEW PORTLAND,DIRIGO DOWELS,0.30,1985,WOOD,New Portland,ME,44.88075,-70.08036,operational
NORTH ANSON UNITED,UNITED TIMBER CO,1.80,1984,WOOD,North Anson,ME,44.95035,-69.93954,operational
OLD TOWN MILL,GEORGIA-PACIFIC CORP,16,0,WOOD,Old Town,ME,45.03145,-68.73923,operational
PENOBSCOT ENERGY RECOVERY,NRG ENERGY INC,25.30,1988,REF,Orrington,ME,44.72052,-68.78244,operational
PORTLAND (ME) WTE,REGIONAL WASTE SYS INC,12.98,1988,REF,Portland,ME,43.66266,-70.25802,operational
PRESQUE ISLE NURSING HOME,PRESQUE ISLE NURSING HOME,0.60,1986,LGAS,Presque Isle,ME,46.67165,-67.98653,operational
RUMFORD COGEN,MEADWESTVACO CORP,102,1990,WOOD,Rumford,ME,44.54646,-70.62711,operational
SANFORD LAVALLEY,AR LAVALLEY,1.25,1984,WOOD,Sanford,ME,43.41273,-70.71818,operational
SEARSMONT ROBBINS,ROBBINS LUMBER CO,2.40,1980,WOOD,Searsmont,ME,44.37343,-69.21554,operational
SHERMAN (ME),WHEELABRATOR TECHNOLOGIES,20,1986,WOOD,Sherman Station,ME,0.00000,0.00000,operational
SOMERSET MILL,SAPPI FINE PAPERS NA,48,1976,LIQ,Skowhegan,ME,44.82190,-69.64691,operational
SOMERSET MILL,SAPPI FINE PAPERS NA,60,1990,LIQ,Skowhegan,ME,44.82190,-69.64691,operational
STRATTON,BORALEX STRATTON ENERGY INC,47,1989,WOOD,Stratton,ME,45.08326,-70.46671,operational
STRONG,FORSTER MFG CO,1.25,1984,WOOD,Strong,ME,44.84837,-70.20760,operational
WEST ENFIELD,RIDGEWOOD RENEWABLE POWER LLC,24.50,1987,WOOD,West Enfield,ME,45.27399,-68.55107,operational
WESTBROOK MILL,SAPPI FINE PAPERS NA,10,1989,LIQ,Westbrook,ME,43.70089,-70.35150,operational
WESTBROOK MILL,SAPPI FINE PAPERS NA,47.50,1989,LIQ,Westbrook,ME,43.70089,-70.35150,operational
WESTBROOK MILL,SAPPI FINE PAPERS NA,15,1989,LIQ,Westbrook,ME,43.70089,-70.35150,operational
WINSLOW SCOTT,SCOTT PAPER CO,1.67,0,WOOD,Winslow,ME,0.00000,0.00000,operational
WINSLOW SCOTT,SCOTT PAPER CO,22,1989,WOOD,Winslow,ME,0.00000,0.00000,operational
WOODLAND MILL,DOMTAR INC,20,1966,LIQ,Baileyville,ME,45.13369,-67.80542,operational
WOODLAND MILL,DOMTAR INC,28.35,1970,LIQ,Baileyville,ME,45.13369,-67.80542,operational
ADRIAN LANDFILL,LANDFILL ENERGY SYSTEMS,0.80,1994,LGAS,Adrian,MI,41.90236,-84.03348,operational
ADRIAN LANDFILL,LANDFILL ENERGY SYSTEMS,0.80,1994,LGAS,Adrian,MI,41.90236,-84.03348,operational
ADRIAN LANDFILL,LANDFILL ENERGY SYSTEMS,0.80,1994,LGAS,Adrian,MI,41.90236,-84.03348,operational
ALPENA,WASTE ENERGY RECOVERY SYS,16,0,WOOD,Alpena,MI,45.07372,-83.51302,operational
ALPENA MILL,DECORATIVE PANELS INTL INC,7.50,1957,WOOD,Alpena,MI,45.07372,-83.51302,operational
AMASA AGA,AGA CORP,3,1991,WOOD,Amasa,MI,46.23262,-88.45053,operational
ANGELL STREET ST REGIS,ST REGIS PAPER CO,2,1975,WOOD,Battle Creek,MI,42.31955,-85.08559,operational
ANN ARBOR LANDFILL,LANDFILL ENERGY SYSTEMS,0.80,1996,LGAS,Ann Arbor,MI,42.27926,-83.83408,operational
ANN ARBOR LANDFILL,LANDFILL ENERGY SYSTEMS,0.80,1996,LGAS,Ann Arbor,MI,42.27926,-83.83408,operational
ARBOR  HILLS LANDFILL,GAS RECOVERY SYSTEMS LLC,6.30,1996,LGAS,Northville,MI,42.41862,-83.49188,operational
ARBOR  HILLS LANDFILL,GAS RECOVERY SYSTEMS LLC,6.30,1996,LGAS,Northville,MI,42.41862,-83.49188,operational
ARBOR  HILLS LANDFILL,GAS RECOVERY SYSTEMS LLC,6.30,1996,LGAS,Northville,MI,42.41862,-83.49188,operational
BARAGA ALLWOOD,ALLWOOD INC,0.15,1985,WOOD,Baraga,MI,46.80902,-88.51187,operational
BAUM FARM,BAUM F,0.09,1980,BGAS,Springport,MI,42.38365,-84.64966,operational
BIRCH RUN LANDFILL,GRANGER ELECTRIC CO,0.80,1995,LGAS,Birch Run,MI,43.28575,-83.80916,operational
BIRCH RUN LANDFILL,GRANGER ELECTRIC CO,0.80,1995,LGAS,Birch Run,MI,43.28575,-83.80916,operational
BIRCH RUN LANDFILL,GRANGER ELECTRIC CO,0.80,1995,LGAS,Birch Run,MI,43.28575,-83.80916,operational
BRENT RUN LANDFILL,GRANGER ELECTRIC CO,0.80,1998,LGAS,Montrose,MI,43.18240,-83.88228,operational
BRENT RUN LANDFILL,GRANGER ELECTRIC CO,0.80,1998,LGAS,Montrose,MI,43.18240,-83.88228,operational
C&C LANDFILL,GAS RECOVERY SYSTEMS LLC,2.75,1995,LGAS,Marshall,MI,42.29034,-84.95200,operational
CADILLAC RENEWABLE ENERGY,NRG ENERGY INC,39.60,1993,WOOD,Cadillac,MI,44.23245,-85.57248,operational
CARLETON FARMS,LANDFILL ENERGY SYSTEMS,0.80,1998,LGAS,Carleton,MI,42.04781,-83.41791,operational
CARLETON FARMS,LANDFILL ENERGY SYSTEMS,0.80,1998,LGAS,Carleton,MI,42.04781,-83.41791,operational
CARLETON FARMS,LANDFILL ENERGY SYSTEMS,0.80,1998,LGAS,Carleton,MI,42.04781,-83.41791,operational
CARLETON FARMS,LANDFILL ENERGY SYSTEMS,0.80,1998,LGAS,Carleton,MI,42.04781,-83.41791,operational
CARLETON FARMS,LANDFILL ENERGY SYSTEMS,0.80,1998,LGAS,Carleton,MI,42.04781,-83.41791,operational
CARLETON FARMS,LANDFILL ENERGY SYSTEMS,0.80,1999,LGAS,Carleton,MI,42.04781,-83.41791,operational
CARLETON FARMS,LANDFILL ENERGY SYSTEMS,0.80,1999,LGAS,Carleton,MI,42.04781,-83.41791,operational
CARLETON FARMS,LANDFILL ENERGY SYSTEMS,0.80,2001,LGAS,Carleton,MI,42.04781,-83.41791,operational
CENTRAL MICHIGAN UNIV,CENTRAL MICHIGAN UNIV,0.95,1987,WOOD,Mount Pleasant,MI,43.60261,-84.77545,operational
CENTRAL WAYNE WTE,CONSTELLATION GENERATION GROUP,21.60,2000,REF,Dearborn Heights,MI,42.28193,-83.24548,operational
CITY SAND LFG,LANDFILL ENERGY SYSTEMS,0.80,1992,LGAS,Sumner,MI,43.29641,-84.78592,operational
CITY SAND LFG,LANDFILL ENERGY SYSTEMS,0.80,1992,LGAS,Sumner,MI,43.29641,-84.78592,operational
CITY SAND LFG,LANDFILL ENERGY SYSTEMS,0.80,1992,LGAS,Sumner,MI,43.29641,-84.78592,operational
CITY SAND LFG,LANDFILL ENERGY SYSTEMS,0.80,1992,LGAS,Sumner,MI,43.29641,-84.78592,operational
CITY SAND LFG,LANDFILL ENERGY SYSTEMS,0.80,1992,LGAS,Sumner,MI,43.29641,-84.78592,operational
CITY SAND LFG,LANDFILL ENERGY SYSTEMS,0.80,1992,LGAS,Sumner,MI,43.29641,-84.78592,operational
CITY SAND LFG,LANDFILL ENERGY SYSTEMS,0.80,1992,LGAS,Sumner,MI,43.29641,-84.78592,operational
CITY SAND LFG,LANDFILL ENERGY SYSTEMS,0.80,1992,LGAS,Sumner,MI,43.29641,-84.78592,operational
CITY SAND LFG,LANDFILL ENERGY SYSTEMS,0.80,1992,LGAS,Sumner,MI,43.29641,-84.78592,operational
CITY SAND LFG,LANDFILL ENERGY SYSTEMS,0.80,1992,LGAS,Sumner,MI,43.29641,-84.78592,operational
CLINTON HARDWOODS,HARDWOODS OF MICHIGAN,0.50,1988,WOOD,Clinton,MI,42.07238,-83.95942,operational
DETROIT WTE,MICHIGAN WASTE ENERGY INC,65,1991,REF,Detroit,MI,42.34799,-83.06050,operational
ESCANABA PAPER,MEADWESTVACO CORP,100,1972,WOOD,Escanaba,MI,45.78475,-87.15837,operational
FAIRGROVE FARMS INC,PUESCHEL D,0.08,1982,BGAS,Sturgis,MI,41.81111,-85.44670,operational
FOUNTAIN STREET ST REGIS,ST REGIS PAPER CO,6,1975,WOOD,Battle Creek,MI,42.31955,-85.08559,operational
GENESEE POWER,CMS GENERATION CO,39,1996,WOOD,Flint,MI,43.02098,-83.68785,operational
GRAND BLANC,GRANGER ELECTRIC CO,1.20,1994,LGAS,Grand Blanc,MI,42.90274,-83.64240,operational
GRAND BLANC,GRANGER ELECTRIC CO,1.20,1994,LGAS,Grand Blanc,MI,42.90274,-83.64240,operational
GRAND BLANC,GRANGER ELECTRIC CO,1.20,1994,LGAS,Grand Blanc,MI,42.90274,-83.64240,operational
GRAND LEDGE LANDFILL,GRANGER ELECTRIC CO,0.80,1991,LGAS,Grand Ledge,MI,42.72920,-84.77416,operational
GRAND LEDGE LANDFILL,GRANGER ELECTRIC CO,0.80,1991,LGAS,Grand Ledge,MI,42.72920,-84.77416,operational
GRAND LEDGE LANDFILL,GRANGER ELECTRIC CO,0.80,1991,LGAS,Grand Ledge,MI,42.72920,-84.77416,operational
GRAND RAPIDS VAN KEULEN,VAN KEULEN & WNCHSTR LMBR,0.40,1988,WOOD,Grand Rapids,MI,42.97041,-85.67308,operational
GRANGER LANDFILL,GRANGER ELECTRIC CO,0.80,1993,LGAS,Lansing,MI,42.68876,-84.49837,operational
GRANGER LANDFILL,GRANGER ELECTRIC CO,0.80,1993,LGAS,Lansing,MI,42.68876,-84.49837,operational
GRANGER LANDFILL,GRANGER ELECTRIC CO,0.80,1993,LGAS,Lansing,MI,42.68876,-84.49837,operational
GRANGER LANDFILL,GRANGER ELECTRIC CO,0.80,1991,LGAS,Lansing,MI,42.68876,-84.49837,operational
GRANGER LANDFILL,GRANGER ELECTRIC CO,0.80,1991,LGAS,Lansing,MI,42.68876,-84.49837,operational
GRANGER LANDFILL,GRANGER ELECTRIC CO,0.80,1991,LGAS,Lansing,MI,42.68876,-84.49837,operational
GRAYLING (MI),CMS GENERATION CO,36.20,1992,WOOD,Grayling,MI,44.71820,-84.55327,operational
GREEN MEADOW FARMS,GREEN V,0.22,1984,MANURE,Elsie,MI,43.08600,-84.43582,operational
HERMAN MILLER ENERGY CNTR,HERMAN MILLER INC,0.50,1982,WOOD,Zeeland,MI,42.83126,-85.98942,operational
HILLMAN COGEN,PRIMARY POWER INTERNATIONAL,17,1988,WOOD,Hillman,MI,45.05035,-84.00419,operational
IRON MOUNTAIN ASPEN,ASPEN LUMBER CO,0.75,1991,WOOD,Iron Mountain,MI,45.88879,-88.02302,operational
ISHPEMING ROBBINS,ROBBINS INC,0.60,1988,WOOD,Ishpeming,MI,46.53814,-87.70599,operational
KENT COUNTY (MI) WTE,COVANTA ENERGY CORP,18,1990,REF,Grand Rapids,MI,42.97041,-85.67308,operational
KENT COUNTY LANDFILL,KENT COUNTY,8,1991,LGAS,,MI,0.00000,0.00000,operational
LYON LANDFILL,GAS RECOVERY SYSTEMS LLC,0.96,1993,LGAS,Milford,MI,42.58426,-83.64593,operational
LYON LANDFILL,GAS RECOVERY SYSTEMS LLC,0.96,1993,LGAS,Milford,MI,42.58426,-83.64593,operational
LYON LANDFILL,GAS RECOVERY SYSTEMS LLC,0.96,1993,LGAS,Milford,MI,42.58426,-83.64593,operational
LYON LANDFILL,GAS RECOVERY SYSTEMS LLC,0.96,1993,LGAS,Milford,MI,42.58426,-83.64593,operational
LYON LANDFILL,GAS RECOVERY SYSTEMS LLC,0.96,1993,LGAS,Milford,MI,42.58426,-83.64593,operational
MANISTIQUE PAPER,MANISTIQUE PAPER CO,0.53,1970,WOOD,Manistique,MI,46.17815,-86.36547,operational
MUNISING MILL,KIMBERLY-CLARK CORP,5,1974,WOOD,Munising,MI,46.42662,-86.73034,operational
OTTAWA (MI) LANDFILL,GRANGER ELECTRIC CO,0.80,1994,LGAS,Coopersville,MI,43.06701,-85.95754,operational
OTTAWA (MI) LANDFILL,GRANGER ELECTRIC CO,0.80,1994,LGAS,Coopersville,MI,43.06701,-85.95754,operational
OTTAWA (MI) LANDFILL,GRANGER ELECTRIC CO,0.80,1994,LGAS,Coopersville,MI,43.06701,-85.95754,operational
OTTAWA (MI) LANDFILL,GRANGER ELECTRIC CO,0.80,1994,LGAS,Coopersville,MI,43.06701,-85.95754,operational
OTTAWA (MI) LANDFILL,GRANGER ELECTRIC CO,0.80,1994,LGAS,Coopersville,MI,43.06701,-85.95754,operational
OTTAWA (MI) LANDFILL,GRANGER ELECTRIC CO,0.80,1994,LGAS,Coopersville,MI,43.06701,-85.95754,operational
PEOPLES LANDFILL,NORTH AMER NATURAL RSRCS,0.80,1995,LGAS,Birch Run,MI,43.28575,-83.80916,operational
PEOPLES LANDFILL,NORTH AMER NATURAL RSRCS,0.80,1995,LGAS,Birch Run,MI,43.28575,-83.80916,operational
PEOPLES LANDFILL,NORTH AMER NATURAL RSRCS,0.80,1995,LGAS,Birch Run,MI,43.28575,-83.80916,operational
PEOPLES LANDFILL,NORTH AMER NATURAL RSRCS,0.80,1995,LGAS,Birch Run,MI,43.28575,-83.80916,operational
PINE TREE ACRES,LANDFILL ENERGY SYSTEMS,0.80,1998,LGAS,Lenox,MI,0.00000,0.00000,operational
PINE TREE ACRES,LANDFILL ENERGY SYSTEMS,0.80,1998,LGAS,Lenox,MI,0.00000,0.00000,operational
PINE TREE ACRES,LANDFILL ENERGY SYSTEMS,0.80,1998,LGAS,Lenox,MI,0.00000,0.00000,operational
PINE TREE ACRES,LANDFILL ENERGY SYSTEMS,0.80,1998,LGAS,Lenox,MI,0.00000,0.00000,operational
PINE TREE ACRES,LANDFILL ENERGY SYSTEMS,0.80,1998,LGAS,Lenox,MI,0.00000,0.00000,operational
PINE TREE ACRES,LANDFILL ENERGY SYSTEMS,0.80,1998,LGAS,Lenox,MI,0.00000,0.00000,operational
QUINNESEC MILL,INTERNATIONAL PAPER CO,28,1985,WOOD,Norway,MI,45.81233,-87.91339,operational
RIVERVIEW ENERGY (MI),LANDFILL ENERGY SYSTEMS,3.30,1986,LGAS,Riverview,MI,42.17690,-83.19320,operational
RIVERVIEW ENERGY (MI),LANDFILL ENERGY SYSTEMS,3.30,1986,LGAS,Riverview,MI,42.17690,-83.19320,operational
ROCHESTER HILLS LANDFILL,AMERICAN ALTERNATE ENERGY,0.50,1990,LGAS,Rochester,MI,42.71768,-83.15552,operational
SALINE WASTEWATER,CITY OF SALINE,0.05,1986,DGAS,Saline,MI,42.15666,-83.81131,operational
SECO,DOW CORNING CO,22.40,1983,WOOD,Midland,MI,43.59212,-84.33788,operational
SEYMOUR ROAD LAND,GRANGER ELECTRIC CO,0.80,1995,LGAS,Montrose,MI,43.18240,-83.88228,operational
SEYMOUR ROAD LAND,GRANGER ELECTRIC CO,0.80,1995,LGAS,Montrose,MI,43.18240,-83.88228,operational
SPARTA,MARQUETTE FABRICATORS INC,0.17,1987,WOOD,Sparta,MI,43.16805,-85.70057,operational
VENICE PARK LANDFILL,LANDFILL ENERGY SYSTEMS,0.80,1992,LGAS,Lennon,MI,42.97989,-83.96046,operational
VENICE PARK LANDFILL,LANDFILL ENERGY SYSTEMS,0.80,1992,LGAS,Lennon,MI,42.97989,-83.96046,operational
VIKING LINCOLN,SUEZ ENERGY GENERATION NA,18,1989,WOOD,Lincoln,MI,44.73255,-83.43397,operational
VIKING MCBAIN,SUEZ ENERGY GENERATION NA,16.30,1989,WOOD,Mc Bain,MI,44.20426,-85.17245,operational
WAYNE ENERGY RECOVERY,WAYNE ENERGY RECOVERY INC,0.80,1984,LGAS,Belleville,MI,42.18656,-83.48294,operational
WAYNE ENERGY RECOVERY,WAYNE ENERGY RECOVERY INC,0.80,1984,LGAS,Belleville,MI,42.18656,-83.48294,operational
WAYNE ENERGY RECOVERY,WAYNE ENERGY RECOVERY INC,0.80,1984,LGAS,Belleville,MI,42.18656,-83.48294,operational
WAYNE ENERGY RECOVERY,WAYNE ENERGY RECOVERY INC,0.80,1984,LGAS,Belleville,MI,42.18656,-83.48294,operational
WAYNE ENERGY RECOVERY,WAYNE ENERGY RECOVERY INC,0.80,1984,LGAS,Belleville,MI,42.18656,-83.48294,operational
WAYNE ENERGY RECOVERY,WAYNE ENERGY RECOVERY INC,0.80,1984,LGAS,Belleville,MI,42.18656,-83.48294,operational
WHITE LAKE LANDFILL,GRANGER ELECTRIC CO,0.80,1995,LGAS,White Lake,MI,42.66115,-83.53501,operational
WHITE LAKE LANDFILL,GRANGER ELECTRIC CO,0.80,1995,LGAS,White Lake,MI,42.66115,-83.53501,operational
WILLIAMSTON DAIRY,WILLIAMSTON DAIRY,1,1990,BIOMASS,Williamston,MI,42.69938,-84.26674,operational
WILSON ROBINSON FURN,ROBINSON FURNITURE MFG,1.20,1989,WOOD,Wilson,MI,45.67298,-87.38759,operational
FIBROMINN,FIBROWATT LLC,55,2007,BIOMASS,Benson,MN,45.29916,-95.62233,operational
BEMIDJI OSB,AINSWORTH LUMBER CO LTD,11.30,1992,WOOD,Bemidji,MN,47.57409,-94.75640,operational
DULUTH PAPER,PENTAIR INC,13.40,1987,WOOD,Duluth,MN,47.12742,-91.85609,operational
EDWARD KRAEMER LANDFILL,MINNESOTA METHANE LLC,0.84,1994,LGAS,Burnsville,MN,44.73255,-93.28984,operational
EDWARD KRAEMER LANDFILL,MINNESOTA METHANE LLC,0.84,1994,LGAS,Burnsville,MN,44.73255,-93.28984,operational
EDWARD KRAEMER LANDFILL,MINNESOTA METHANE LLC,0.84,1994,LGAS,Burnsville,MN,44.73255,-93.28984,operational
EDWARD KRAEMER LANDFILL,MINNESOTA METHANE LLC,0.84,1994,LGAS,Burnsville,MN,44.73255,-93.28984,operational
EDWARD KRAEMER LANDFILL,MINNESOTA METHANE LLC,0.84,1994,LGAS,Burnsville,MN,44.73255,-93.28984,operational
ELK RIVER,GREAT RIVER ENERGY,11.50,1950,REF,Elk River,MN,45.34469,-93.60343,operational
ELK RIVER,GREAT RIVER ENERGY,11.50,1950,REF,Elk River,MN,45.34469,-93.60343,operational
ELK RIVER,GREAT RIVER ENERGY,22.50,1959,REF,Elk River,MN,45.34469,-93.60343,operational
FLYING CLOUD LANDFILL,MINNESOTA METHANE LLC,1.63,1995,LGAS,Flying Cloud,MN,0.00000,0.00000,operational
FLYING CLOUD LANDFILL,MINNESOTA METHANE LLC,1.63,1995,LGAS,Flying Cloud,MN,0.00000,0.00000,operational
FLYING CLOUD LANDFILL,MINNESOTA METHANE LLC,1.63,1995,LGAS,Flying Cloud,MN,0.00000,0.00000,operational
HAUBENSCHILD DAIRY FARM,HAUBENSCHILD DAIRY FARM,0.15,1999,BGAS,Princeton,MN,45.59918,-93.63599,operational
HENNEPIN COUNTY WTE,COVANTA ENERGY CORP,38,1989,REF,Minneapolis,MN,44.98557,-93.27317,operational
ML HIBBARD,MINNESOTA POWER,35.30,1949,WOOD,Duluth,MN,47.12742,-91.85609,operational
OLMSTED COUNTY WTE,OLMSTED COUNTY,2,1987,REF,Rochester,MN,44.05451,-92.51248,operational
OLMSTED COUNTY WTE,OLMSTED COUNTY,2,1987,REF,Rochester,MN,44.05451,-92.51248,operational
PERHAM,CITY OF PERHAM,4.50,2002,REF,Perham,MN,46.62353,-95.54123,operational
PINE BEND LANDFILL,GAS RECOVERY SYSTEMS LLC,6.80,1996,LGAS,Inver Grove Heights,MN,44.83617,-93.03647,operational
PINE BEND LANDFILL,GAS RECOVERY SYSTEMS LLC,6.80,1996,LGAS,Inver Grove Heights,MN,44.83617,-93.03647,operational
RAPIDS ENERGY,MINNESOTA POWER,15,1980,WOOD,Grand Rapids,MN,47.23706,-93.52997,operational
RAPIDS ENERGY,MINNESOTA POWER,15,1980,WOOD,Grand Rapids,MN,47.23706,-93.52997,operational
RED WING,NORTHERN STATES POWER CO (MN),11.50,1949,REF,Red Wing,MN,44.49723,-92.55037,operational
RED WING,NORTHERN STATES POWER CO (MN),11.50,1949,REF,Red Wing,MN,44.49723,-92.55037,operational
ST PAUL DHS,DISTRICT ENERGY ST PAUL,28.50,2003,WOOD,Saint Paul,MN,44.97062,-93.08124,operational
WILMARTH,NORTHERN STATES POWER CO (MN),12.50,1948,REF,Mankato,MN,44.08974,-94.00843,operational
WILMARTH,NORTHERN STATES POWER CO (MN),12.50,1951,REF,Mankato,MN,44.08974,-94.00843,operational
WOODLAKE LANDFILL,GAS RECOVERY SVCS,0.80,1994,LGAS,Eden Prairie,MN,44.85352,-93.42695,operational
WOODLAKE LANDFILL,GAS RECOVERY SVCS,0.80,1994,LGAS,Eden Prairie,MN,44.85352,-93.42695,operational
